,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550
AmBD1,57330,65830,90110,88310,74220,79100,82130,88910,95820,101850,105840,104550,108530,107530,108370,109530,109540,109640,108350,107180,104170,104540,105660,101240,98220,95610,92730,89450,83680,78620,72800,68600,62570,57460,52580,48730,44600,40840,37140,34290,31820,29360,26310,24250,22270,20380,18220,17320,14890
AmBD1,59050,64270,90690,88870,77630,79430,83360,87680,93350,101390,105470,104810,109060,107090,109200,110780,108220,108640,106670,105160,105070,105440,102090,99410,98860,95890,91870,87810,82750,78350,72490,67840,63140,56480,52630,47210,44070,41560,38690,36620,32490,29630,26600,24790,21990,21210,18130,17040,14710
AmBD1,57240,66280,92640,90150,76020,78240,85350,87840,94240,100430,104900,105410,105860,108940,109330,110100,110270,108330,106270,106890,103150,102630,101720,101820,99420,95400,90910,87430,83760,79540,74280,68160,63940,58360,52300,47190,43890,40820,37740,35540,33110,29020,27700,25770,21930,20190,18150,16870,15440
AmBD1,58030.26,66048.97,91619.97,87508.16,73823.68,79954.46,81645.8,90084.66,94960.75,102440.02,105338.72,103162.56,110179.94,109313.04,106655.08,107721.54,109240.07,109613.32,109950.88,108243.81,105730.36,105020.45,104388.24,102399.22,100105.65,95887.1,93992.44,87870.04,83641.4,78378.79,73209.66,67197.05,61419.59,58566.9,51863.92,48343.29,46197.64,41642.13,38632.29,33279.68,30452.56,29934.37,28206.01,25651.93,22148.6,19297.29,18834.64,17779.18,15531.61
AmBD1,60453.06,65218.07,90499.52,90329.82,78436.95,80042.51,82624.76,88997.81,94932.73,102202.66,104517.86,105306.7,110398.93,109006.18,109587.7,108884.24,108842.44,109750.1,105684.21,106035.99,106072.42,104639.92,103523.62,98824.01,99753.01,96046.46,90893.18,88159.62,82505.56,78796.57,71172.51,68235.16,61824.7,58150.41,54348,47565.77,43712.21,43396.19,37771.74,35534.49,31396.32,29818.9,26724.91,24799.09,20723.48,19447.01,19202.67,15246.92,13988.14
AmBD1,56751.71,64820.16,93814.48,88537.96,75853.9,79800.92,86910.44,88957.22,94201.36,99213.01,104908.67,103742.98,106823.34,109107.02,107802.03,108657.8,111146.15,109439.66,107460.16,106987.13,102396.15,102914.17,103584.72,101838.88,100799.64,96255.59,91758.69,89049.46,84109.05,77862.53,74153.26,69692.77,62193.76,56867.43,52245.66,45746.02,43568.24,41530.75,39288.42,35734.87,33368.17,30948.23,27169.11,25997.91,21238.39,21504.89,18119.15,17348.59,13701.98
AmBD1,55520,64850,91330,87520,74220,79300,82230,87230,93920,99670,102990,105180,106140,107660,109360,109060,108130,107850,107650,104670,102330,102460,100560,100360,95230,92880,91570,85780,83230,77680,72730,67820,62460,56280,50770,49090,44300,41080,38230,34630,32430,28810,26860,24900,21420,21200,18200,16350,15020
AmBD1,56940,65400,89970,86840,72310,77770,81340,86840,92090,97540,103720,103190,105750,106050,106810,107260,105280,104260,104570,103910,101610,101940,100860,98510,94700,94180,92380,87590,80880,75790,72790,65830,61880,55810,52390,46640,42760,40950,35940,34620,32000,29220,27320,25390,22570,20140,17980,16650,14760
AmBD1,56665.65,63359.82,91024.32,86939.79,73071.32,79311.52,83998.35,87735.23,92477.23,98538.69,101134.81,106668.92,107986.74,109074.36,110162.91,108975.31,107472.73,107284.41,106824.87,102789.87,100949.86,102319.79,101173.31,101253.39,94879.94,92730.01,91024.65,86504.83,84314.19,78077.02,71366.45,68149.41,64133.69,56943.33,50943.04,48136.54,42910.5,40362.87,37916.76,34502.9,30927.76,27632.4,28166.68,25636.7,20632.55,22438.34,16793.4,16034.43,13319.67
AmBD1,56258.65,65045.65,90179.18,86482.05,73828.86,78524.8,81104.37,88200.56,91381.33,99015.84,104353.93,103417.17,106860.64,105455.97,105576.9,105649.42,106798.27,105171.24,106415.56,103658.27,101993.38,101018.32,99578.09,99946.05,94210.28,96051.67,90912.58,86817.46,79084.51,75150.54,73931.67,66969.71,60985.91,56539.03,53157.73,46565.94,41747,39371.31,37217.98,36072.61,32770.93,31003.55,28707.44,24244.16,21703.27,21973.4,16961.71,17570.22,14182.68
AmBD2,61310,73980,100090,99100,88360,94440,101640,103910,114200,120670,127440,127120,131590,132380,131810,134730,136480,137200,135070,135420,133010,131780,133310,129860,126940,122660,122370,116570,110570,103690,96650,90500,84620,78330,72530,66690,60340,55110,53170,47990,43900,39700,35680,33470,29920,26530,24260,22230,19540
AmBD2,61870,72190,98260,98130,89770,93160,98910,103290,110870,120900,123800,126570,128620,131250,131460,133590,136180,136450,134640,132700,132810,135210,133590,130160,127950,123480,119880,115230,110260,104960,96580,91530,84440,77290,72340,65560,60920,55330,52760,48030,43100,39790,36310,33110,29230,26580,24350,22400,20160
AmBD2,63730,73140,100330,98910,87470,92880,98410,103810,109720,118100,124020,126710,129240,129170,132960,136760,135780,137980,136710,132620,133290,134440,132410,131230,127070,121750,120180,114910,110580,106480,97090,90000,83760,76990,71480,64220,61380,57300,51580,48280,43780,39980,37490,32490,29100,26790,23010,22210,19880
AmBD2,61636.59,72722.23,99794.21,100311.29,88882.23,94265.88,99720.44,103206.35,112981.77,120897.44,124954.7,126686.42,127245.73,132028.74,129463.55,132077.01,136092.81,137993.14,132539.34,132205.17,132807.62,135818.33,132373.89,128454.46,129766.83,124904.55,121285.23,113667.59,108094.67,107099.52,98417.99,93156.62,84711.92,78551.04,71197,66797.26,62061.53,53156.71,51064.72,49221.72,41022.93,40657.06,36926.76,32427.34,28895.33,28547.32,24081.05,22649.09,20699.99
AmBD2,59847.64,73626.19,101096.06,97905.63,89948.3,94980.78,102573.62,103965.97,114647.08,119283.64,127430.62,125298.75,133703.71,130959.95,132720.01,133856.08,138207.55,138164.74,134481.75,136871.31,131137.35,130483.13,134817.4,129229.7,126195.44,125031.19,120214.29,118864.65,109629.89,104237.6,95890.2,88663.61,82483.1,76631.53,72099.16,65491.18,61535.83,55220.63,55012.47,48410.87,43537.18,38076.78,36003.66,31470.15,32198.88,25820.33,22316.82,22661.82,20613.92
AmBD2,62671.08,75493.28,99924.65,100151.53,87956.71,91884.83,97764.37,105580.1,108190.9,119657.75,126232.98,128731.69,129614.04,130939.4,131905.19,137004.45,133580.25,136762.95,137662.96,132760.47,131350.91,132553.76,134683.95,131120.07,128533.89,121668.16,118974.49,116703.77,108411.61,104920.48,95138.27,89782.07,81794.39,78865.15,70282.57,66385.47,59990.66,55688.61,52408.27,49528.32,44447.83,40085.69,36365.03,30904.56,29008.97,27055.84,24879.6,20944.42,21254.46
AmBD2,61300,71850,99130,97740,85690,91690,97680,103510,110570,120110,125900,128280,129820,128820,134180,135510,136240,136520,135870,137330,134410,135070,132870,132420,127600,127320,119860,116320,111330,106670,98850,91770,85810,78940,72420,65490,62470,55680,53770,48450,42820,40280,36520,33060,30030,27670,24330,22010,19640
AmBD2,59860,71930,95800,95860,86680,90690,97550,102110,110130,120220,123680,126170,129430,129750,129830,134540,136320,137630,135860,134090,132460,131870,134150,131740,125860,124300,121570,115720,111090,103800,96080,90910,85640,78570,73320,66420,61660,56480,52010,47770,43630,40990,36790,33450,30860,28560,24590,23050,20420
AmBD2,60305.04,71174.45,99117.98,98645.18,84911.51,90666.62,98161.86,101790.26,111695.31,121944.38,127372.35,127801.07,131641.3,128445.9,134575.24,135918.81,136980.87,137905.66,134716.31,137902.01,133839.56,136661.9,131039.18,132007.11,126877.57,128115.22,119900.48,116928.4,111682.58,106865.37,98545.49,92598.13,85681.48,78635.92,70583.44,65697.45,61579.9,57490.68,54178.87,47925.87,43705.48,41063.33,37316.01,31382.98,29447.63,27186.88,24325.72,23073.18,20829.83
AmBD2,60707.2,71349.89,97151.55,97301.24,87268.09,91633.06,95853.88,100345.04,109247.37,121799.66,122634.64,126336.18,129536.4,128770.86,129278.12,135173.55,134958.82,137971.35,137034.8,135184.03,131851.89,131857.01,134907.04,132507.97,124741.29,124154.31,122256.8,114153.37,109969.01,103426.87,96312.9,89975.81,83811.2,77635.88,74495.01,66897.25,60788.13,57299.62,53842.29,48267.32,45371.29,40245.39,35358.05,34678.08,30095.24,27236.35,24105.26,22258.26,21792.73
AmBD3,68490,79740,108240,111040,104560,113080,122320,131520,139690,154780,158910,164610,169850,173110,178450,186640,192580,196820,198680,195210,197770,201140,205520,203540,200420,195000,190820,186630,179030,169510,160310,151250,141640,130880,121150,111420,104690,96500,87040,78720,73630,68300,60720,55880,50140,44840,40280,35960,31580
AmBD3,69610,81080,108910,111150,107260,113940,122770,130010,141820,151550,159740,164920,169470,174760,178270,182640,187750,195260,195380,194450,199180,202880,200890,198630,195890,194400,188880,184700,175620,167120,158990,149420,139940,130020,122000,112070,102510,94780,87380,78340,73730,67600,59160,53960,49160,44270,39210,35820,31980
AmBD3,70430,81650,109560,112120,106800,111300,123960,130030,139990,151590,160690,165600,171160,175690,180920,185120,191450,195480,196730,195380,196180,197730,201420,197430,194960,193160,192970,184690,176020,168460,160060,148710,139580,132190,118830,110010,101630,95800,88430,81480,73560,64950,61220,53980,49460,44570,39550,36210,31600
AmBD3,70950.75,83187.22,107898.63,111206.98,102388.05,110104.83,120068.09,129425.84,138312.45,154356.11,159867.14,162843.07,167287.65,171835.96,178510.5,185392.33,192735.78,194856.83,197161.89,194818.79,197143.99,203338.82,202988.56,201028.82,197164.5,196297.22,188021.8,183271.11,178821.76,172569.49,158793.7,149771.14,139268.25,127600.61,123516.28,112275.47,106906.03,96078.35,85278.34,79487.31,76089.58,71730.06,59592.85,55373.56,53579.35,47868.33,40062.37,33159.62,35021.15
AmBD3,72773.96,80076.56,106446.29,108308.25,105501.17,113372.92,123129.17,131729.85,142344.35,150030.47,159010.75,168077,171270.99,176754.77,180090.54,184085.8,185644.06,196828.63,193220.59,191199.07,196017.34,202804.29,199440.7,196861.91,196855.39,196589.5,191457.34,182455.94,178502.65,165713.57,158638.61,149834.63,141597.66,129276.01,119415.66,110262.13,100830.99,96804.35,84643.84,76734.02,71122.97,68151.88,61494.85,51303.74,46028.28,45982.21,35943.83,33769.6,31808.29
AmBD3,73629.3,80774.11,112041.95,114035.79,108234.83,111466.9,122401.93,129162.93,137480.72,153973.26,158610,162302.77,174122.8,173339.7,182443.94,186225.8,193306.45,196322.05,196186.43,198344.02,198686.61,198225.05,198657.96,196392.83,198344.13,194185.96,190666.66,187043.07,177159.3,165967.16,161068.34,147782.04,142051.81,130742.39,117587.52,108029.44,102928.13,95043.12,89572.7,79745.81,73301.31,68238.98,59934.13,56993.57,46245.54,46368.83,36881.07,38123.12,34560.32
AmBD3,68120,80380,107780,110250,103260,113170,120130,125830,136720,150040,155190,164300,168800,172890,175680,186950,191640,192460,195050,194040,193460,197340,198750,196390,193740,192470,187610,182620,175710,168580,158670,148980,140390,132170,119340,110070,103690,94490,86310,79910,72580,67350,59410,53970,52010,45150,41430,35960,32430
AmBD3,69400,79770,107100,109680,102330,110910,121000,127620,138430,148630,157710,162120,166380,171900,174650,182450,189970,192880,195500,194340,197400,196020,197330,195270,194800,194740,189350,179870,173210,168490,158150,146460,138660,129100,120380,109140,102200,94200,86950,79610,73280,66880,61130,55200,49240,44860,41250,36940,32060
AmBD3,70875.15,80282.39,108041.46,108411.6,101938.58,112528,120516.93,125203.02,135137.65,149966.92,156146.41,165229.05,168627.92,171356.07,175169.52,186781.9,189947.94,191375.12,194964.95,194718.74,193308.77,199155.45,197325.62,194931.83,195142.71,193803.1,188344.99,182486.75,174178.03,169767.05,160337.84,148314.85,139808.15,133976.03,119624.85,111290.4,105276.25,96323.09,86913.78,80039.8,71657.22,65653.71,59473.9,54929.88,53198.59,44557.6,43201.05,35486.44,32087.75
AmBD3,67287.97,79864.65,106759.73,109697.34,104043.74,110959.36,121896.57,129114.54,137018.04,148633.26,158608.42,162761.24,168125.75,173023.69,173400.28,183056.78,189476.89,191822.22,194635.45,195921.09,196687.17,197778.96,197341.78,194746.34,193438.16,195266.36,187709.46,180454.02,172237.07,166711.29,156558.53,147791.77,137052.89,128503.47,119928.97,109361.46,103722.52,93309.54,87992.3,78500.31,72092.05,65055.43,61070.62,53844.36,50353.94,45522.44,41545.93,36350.98,31413.41
AmBD4,80530,96430,124930,131770,131750,143880,158220,170030,185590,200080,211070,224860,230720,239440,248220,259090,265840,275840,278510,277860,284560,288260,292350,295880,293680,288950,286880,283290,273170,260820,248340,235840,222990,209540,194750,180560,167600,152880,143810,130020,119290,106560,98910,90250,78410,70610,63470,56190,51950
AmBD4,78720,94580,122610,129900,129250,144510,155090,165940,184540,198940,211280,219720,231440,236010,248360,256960,267240,275240,272920,274650,282430,286640,290940,289590,288500,288220,283050,279110,270600,258990,249570,236200,223510,206760,194940,180400,165790,152550,141160,128160,119320,107850,96270,87720,78720,70240,64670,57020,51970
AmBD4,78890,95720,120810,129990,132500,144270,156030,169680,182590,198800,208060,219160,227350,237260,242780,253430,263490,272740,274380,276470,281230,286040,291020,290310,289350,288430,284570,276900,269720,261150,250560,236380,223600,207050,194720,180790,165750,154320,141360,129540,119010,107970,95220,88570,79630,71280,62810,57070,51340
AmBD4,83594.49,98450.35,123376.08,128287.57,131857.13,139155.41,153382.61,170665.35,186509.15,202836.03,211871.09,225980.48,229267.75,239713.23,252498.69,260365.31,261542.47,271079.64,281969.97,279415.95,281218.32,283558.38,288644.09,291282.56,296713.48,291347.47,283018.68,285877.95,269513.02,259164.86,245936.35,232286.52,223794.58,206877.9,196394.6,181648.59,169226.64,154528.44,147784.64,129217.79,115797.81,104108.06,100065.8,89964.45,81695.35,66989.77,58866.69,56702.23,54107.01
AmBD4,77662.1,95743.07,119848.7,133501.43,126944.77,147865.12,155582.86,162743.47,180766.12,197429.02,209910.03,221709.71,226664.33,238086.17,252510.81,259940.1,270792.3,274030.74,269592.21,272134.3,280428.92,284903.41,288347.27,289832.84,288155.46,290591.14,279373.83,275744.91,265846.7,255358.63,251706.66,239105.8,221678.62,202256.18,190780,177521.97,169846.42,155754.86,138637.67,128411.24,115077.76,107404.8,99471.16,91655.16,75873.89,70982.82,67994.87,59128.87,50004.11
AmBD4,76168.28,93053.97,117579.65,129196.2,128511.55,142076.4,157435.6,168109.42,181126.38,196303.38,208562.49,217761.93,227787.61,241217.04,244354.69,256405.4,265371.81,273662.59,276473.9,273651.96,279869,281487.67,291492.8,287954.14,288253.3,289339.95,286321.46,278215.73,269335.3,261783.58,246635.21,237296.95,224138.98,207680.07,193490.81,179139.03,169345.95,156773.4,143736.88,126240.37,117894.49,109838.32,90369.74,86094.32,78082.32,67940.08,65355.24,55129.53,53260.05
AmBD4,77040,94900,119480,126250,127930,141220,152690,165080,183560,197610,210450,216840,229420,239860,242960,255970,267330,272880,273050,274740,279190,289040,295070,291860,292850,290240,289780,280180,274600,263230,251230,239090,228940,209670,192680,181440,167200,153350,144480,131070,118010,108560,98640,87310,79610,70690,62930,57890,52090
AmBD4,76660,91710,120750,125840,128190,138820,151570,163660,181300,196280,210890,215470,228090,234800,245690,252960,263940,275500,273500,277060,278270,284620,291730,292040,290720,287710,288050,278800,271140,262830,251780,239560,227030,207990,194020,179510,169010,154570,142660,132000,118070,107310,97810,88750,80690,71440,64310,57710,51790
