,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550
AmBD4,73287.87,98009.33,123796.46,125659.02,127298.24,145211.15,149110.69,162622.53,183493.43,194957.61,206311.63,218256.61,230244.76,235281.8,239988.7,256163.13,264347.34,274095.47,272993.74,272259.41,274763.35,285998.87,291419.76,291855.03,294389.48,293675.96,286568.14,276667.74,269812.06,267825.69,251645.49,240798.3,226486.2,209682.16,193652.5,184389.65,169524.41,153363.51,145476.16,132039.15,122231.07,112226.98,97795.12,85883.02,79072.44,66195.97,58202.26,55677.37,48589.97
AmBD4,77308.73,87756.46,123110.59,129655.89,130096.29,138542.74,148879.76,162269.92,182593.09,198953.19,213225.19,215695.07,230394.09,231295.56,243798.83,256924.45,264333.38,272951.22,274715.98,277144.98,279238.63,282305.94,292914.86,288032.19,288223.86,288040.05,292606.44,276311.62,274597.71,261360.38,250713.36,235226.71,222579.31,206039.45,190958.98,184080.25,166528.14,155950.47,142723.05,127898.57,121800.27,102855.73,100163.43,90699.11,81190.6,70654.68,60789.22,62386.91,53806.81
AmBD5,74890,91640,115050,129670,137180,152460,172080,190020,208870,237780,260000,268260,285720,301420,314190,327400,336890,348740,354900,360750,366320,377630,387500,394560,394840,403340,399470,395340,390080,374810,363250,348760,327510,307340,288040,266360,253830,230070,216600,200250,177850,162290,147150,129740,117980,104490,94460,84160,74040
AmBD5,73830,93320,115830,126220,136440,153420,170640,190960,210610,235040,253720,269510,287170,302470,311750,327800,338980,348170,353010,354840,363910,377490,388820,393090,397750,399840,400590,394960,387760,378070,363130,347920,327240,309110,290200,267310,251510,231920,213320,196270,177290,162490,146040,132570,118070,105730,94040,85980,75550
AmBD5,75440,93750,116320,129270,135910,155030,170750,189770,213140,235800,252920,272590,282640,301230,313460,325540,339980,348200,354000,359000,365920,377300,387350,391910,396130,397450,396940,395370,388050,376340,363900,343230,332220,305770,287550,267660,250140,231120,210560,195370,177200,161420,146230,131870,118370,104700,94150,83780,77780
AmBD5,77397.52,91744.43,111438.96,132690.36,132704.97,146947.1,174303.36,194004.98,204617.18,231852.5,263290.96,270075.48,283465.47,299926.73,310681.52,331405.32,340967.96,342956.41,351302.51,360260.06,371160.29,384096.63,389838.55,397690.88,390551.91,404781.67,403333.1,392706.94,388757.79,380220.38,369683.63,349357.78,322115.67,302382.14,284786.36,265820.97,249968.86,228091.82,214977.4,206356.62,177640.83,156815.34,141996.04,132013.21,119444.03,107499.32,89149.98,88531.04,80273.93
AmBD5,67871.49,88883.13,114403.94,128850.12,136344.4,156378.08,164591.87,188973.63,212992.61,233956.88,247980.11,275280.17,284770.18,297073.04,313779.75,333250.55,334169.91,345538.48,352260.09,359888.78,366780.62,372928.03,390145.64,392157.86,394422.48,397731.8,395570.04,400652.67,385640.64,377516.99,363363.39,351086.24,333378.29,313477.14,284064.83,272565.58,249087.99,234819.48,212377.2,199986.26,174606.88,167423.99,150738.71,127281.9,121100.84,107433.98,98940.5,90152.5,78511.21
AmBD5,74949.61,89532.87,122065.36,131746.38,135942.94,156413.47,175490.15,190638.78,209173.9,238864.12,250065.52,266135.64,287139.46,305994.74,317727.08,324887.96,337056.03,351442.88,350529.71,360367.77,367409.39,381923.29,381825.65,395747.5,389812,396068.26,403249.35,391979.53,382575.77,375549.7,360017.55,338740.57,330328.24,300291.45,281065.55,261506.68,250644.53,226504.79,213071.42,200337.16,179492.61,156263.73,149479.9,131154.72,115970.37,109242.45,100231.22,83042.71,76101.73
AmBD5,76060,92160,116670,127550,134670,152740,171110,188920,210580,235080,253390,269630,286690,298870,315550,326300,339650,349900,353250,356560,364600,376300,385140,389250,391900,397910,400710,396520,388450,374550,363900,344350,328830,308420,287940,269920,251410,232430,214070,197510,180180,162360,145370,130970,116920,105410,96940,84640,77090
AmBD5,73260,90230,113910,125870,136360,150600,170610,185930,206530,230930,252710,270190,285200,297740,312570,329260,337820,348600,351840,354880,368290,378050,386930,392110,394950,402000,397740,399370,389990,384430,365600,349670,332890,307050,290590,269320,253990,230830,213980,195940,176140,163790,145380,132200,118530,105580,94750,85100,77120
AmBD5,71941.75,93557.69,114398.17,127728.82,133434.74,154801.67,168940.33,192769.93,212914.64,236705.14,251406.29,268405.83,284829.52,299832.03,320379.52,329751.39,341959.69,346574.33,352692.62,352893.13,366793.39,372405.13,382132.32,391996.81,390142.75,393896.14,404940.75,393046.97,388242.59,374955.58,368259.69,344975.31,326263.8,306893.87,285081.98,270268.6,253483.79,235660.99,218810.74,196435.15,184867.07,160364.8,147435.06,129278.14,116891.48,110252.39,97783.32,87310.87,79447.25
AmBD5,77349.52,94019.09,118461.93,129355.05,136620.06,154717.65,168568.34,182371.89,210576.6,234674.57,254479.59,273402.31,286227.85,300480.49,315185.87,331932.63,339025.69,344865.48,352015.6,355723.31,369051.62,378530.29,385158.46,396900.1,395161.73,397298.13,393644.62,397810.77,386031.88,380187.95,367002.26,353257.3,334847.18,308628.64,292416.07,272042.22,254219.8,233242.26,215996.04,200081.55,172106.64,167358.48,144719.45,135912.85,119069.96,101835.16,95526.32,81444.51,77667.09
AmBD6,36410,46550,58340,66880,76300,90770,109090,126370,149380,179510,199440,223550,249840,266130,285190,300460,311450,325110,334770,342150,357960,373980,388420,397950,410200,428610,429110,430280,429290,422680,410430,398510,377330,357020,336070,315280,293200,274630,253530,230320,210160,191580,172240,156010,138990,124290,113810,99490,88080
AmBD6,36670,47280,57390,67540,75950,89930,106900,125560,149070,178400,202300,225530,247490,266050,284520,301800,311960,323860,333080,343430,352890,370230,386890,399750,410960,418330,424400,429930,426560,425320,408560,396280,376890,356320,336890,316980,294510,272160,254360,228930,213600,192690,174060,157490,139000,125480,110910,98970,88450
AmBD6,36620,46340,56650,67090,77300,90490,107730,125310,150000,175590,203200,223880,245950,266640,287760,296780,314310,325680,332410,343790,354850,368920,385460,397020,408900,419850,425330,425240,426490,423770,410340,389870,376470,355400,334200,313020,291960,271250,250550,232730,208170,189760,172920,156520,136760,126980,111190,99330,88160
AmBD6,42259.21,40091.65,53556.79,61792.31,72931.3,86421.31,103701.56,130348.93,146563.35,185169.93,206564.06,228829.89,249342.55,266815.83,277627.52,297122.63,308305.12,330304.04,335486.9,344304.4,354466.97,376856.56,383420.11,394175.09,409828.66,432052.85,432896.98,430915.27,427462.95,416345.26,402568.66,396688.5,378955.18,359273.31,335976.97,320157.08,299572.87,275426.76,255590.74,231277.25,217533.16,192367.17,177711.33,153798.24,138886.38,118028.04,120058.53,95618.31,91517.18
AmBD6,30037.41,43838.6,58056.49,71562.74,75861.28,83311.49,100698.87,117848.43,149687.44,182040.95,209855.27,229968.2,245234.67,260987.16,285257.79,297351.86,313896.54,318695.79,332743.36,344459,346340.52,365743.24,392749.99,402722.36,407938.83,423934.28,424110.5,437431.3,429447.15,422450.61,408088.13,397436.98,376894.95,350982.81,343296.82,319325.9,292363.51,271455.97,249621.97,221535.82,208086.3,197042.03,176569.72,163766.2,140181.47,117897.61,117238.48,98718.73,86417.1
AmBD6,34000.96,44199.74,60885.32,65521.46,73056.13,83732.88,112755.01,127623.81,143602.1,169903.82,204924.37,224843.7,240018.91,265899.64,285380.46,301223.15,312611.41,328460.48,327929.22,347666.68,361460.27,373840.46,383583.33,396530.59,403758.99,427394.87,421937.29,418475.81,429556.23,422974.75,410665.28,391519.14,369463.61,356108.44,335908.89,320547.49,285848.98,267535.7,248487.61,239639.82,200818.77,187325.7,168834.92,149787.57,142748.87,129925.55,113361.33,102583.06,93145.46
AmBD6,37310,47100,58740,66980,76930,90820,107900,124430,149870,174130,205970,223470,245440,265100,282890,300590,309220,322920,332100,341510,350570,368040,384580,398890,409770,417890,426570,429260,427150,420900,410390,389690,381960,352290,334130,309650,293530,272740,249060,230170,210360,190190,171610,157080,139970,126740,110820,100390,89280
AmBD6,35680,45230,57130,65820,76440,87260,106510,124720,146790,176840,200760,219890,242210,262910,282690,293750,311920,320310,329630,334620,348910,365430,381580,397440,404980,418370,427780,428050,424050,419340,405220,395190,373860,357130,335950,311480,293200,272540,253660,228840,207340,191850,171610,155510,138400,123710,111320,99300,88190
AmBD6,35392.75,47857.07,61852.14,63301.61,74571.97,89647.56,110453.99,129142.92,145301.73,173041.41,201465.41,220647.75,244438.42,264191.4,279990.21,299582.18,310485.48,324544.68,330927.18,339710.98,350707.83,366078.8,384047.47,396509.78,412065.31,413829.84,426450.1,431576.14,428406.99,425664.71,406124.06,391291.41,386684.95,349792.67,330067.17,311118.57,290917.51,271762.27,253234.01,229521.53,211113.88,188514.14,174842.98,155586.92,135796.25,128192.42,110405.04,101320.62,91304.02
AmBD6,36605.52,48146.27,53496.7,63618.32,80440.35,84559.7,106142.57,127681.8,149672.12,180361.69,204724.68,216667.15,239788.75,259311.81,286500.2,297463.22,316517.18,318030.95,331874.74,330545.48,348534.34,364590.78,379125.34,395356.74,404440.08,417383.6,423522.03,427969.79,422372.13,418337.72,408699.44,396650.3,372394.24,357750.16,338374.66,314847.72,294272.38,268202.46,252744.45,230569.58,211563.69,194806.53,174572.91,154799.52,139119.58,122592.08,115542.63,97854.51,84672.76
Amber,55890,67480,70340,81970,93270,98850,102700,105010,107250,109670,110410,112500,110050,110670,107680,108060,102600,100910,95640,94150,92560,88910,89260,81690,79650,75930,73690,67450,60920,55830,51210,46010,41830,37100,33210,29810,26460,23750,21710,19560,16830,16060,14430,11980,11130,9890,8670,7590,6820
Amber,54140,59510,84340,81040,64320,66780,69410,74610,78460,83790,86990,88020,89450,87090,87520,86780,85110,83120,80450,81290,76690,77400,76390,73520,71650,68300,64990,62040,58480,53610,49920,46360,42420,37320,34040,30920,29640,26910,25060,23090,21610,20780,17990,17230,15020,13990,13200,11400,10890
Amber,54830,59810,85180,80910,65260,66800,70520,72960,76770,84260,86160,87200,87480,87650,87920,87910,84020,81630,79780,79690,77800,77390,73970,73570,71540,67750,64530,60580,56980,53510,48310,45290,41610,37170,34740,31750,29270,27070,25740,23650,21340,20290,19170,16460,15360,13840,12610,11380,10560
Amber,54570,59020,86110,80150,66200,66280,69040,73610,76670,82510,84360,87710,86970,86980,86210,87090,83700,81820,79290,77070,78730,75780,74150,71470,69480,67550,63880,60390,57850,52400,48890,44930,41660,38240,34510,30640,29420,27300,23910,24400,20540,18840,17700,16830,15230,13500,12130,11750,10400
Amber,55040,63290,88180,82510,68310,70540,73430,77370,80210,85050,88370,89880,89910,90020,91540,88050,85290,84900,82370,80550,79890,79470,77130,74350,73500,70120,66910,62390,59040,54560,50200,46860,42220,38190,34780,31590,27860,26240,23490,22320,19930,18210,16880,15770,13600,12470,11350,10800,9690
Amber,56690,63170,90840,81920,67900,70730,71400,76470,82520,85330,88210,91600,92290,90730,90290,89630,86080,84370,82570,81650,80080,78520,76580,75260,72620,69460,65960,61810,57490,55530,49450,44610,41870,37750,33720,31890,28970,26260,24750,22370,20590,18310,17150,14770,14410,13000,11700,10140,8710
Amber,55600,63690,87410,82810,68020,70630,71630,75190,82120,86090,88880,90730,89220,90960,90170,90490,86680,83160,82420,80830,81720,78060,75400,73450,73280,70800,66480,62080,58400,53080,50330,47140,41630,38080,33980,31730,28730,25390,24690,22320,19970,18840,17050,15730,14020,12780,11350,10150,9460
Amber,55099.89,65397.11,69919.67,81785.53,94590.58,96745.29,102284.44,103956.76,109344.55,108561.72,110531.45,110800.97,112026.02,112594.75,105657.34,107069.44,104552.22,101135.32,95438.53,94656.94,93654.11,88075.5,87227.94,82702.13,80961.87,77183.45,71910.46,67549.09,59119,56413.83,53066.39,46423.51,43505.09,35662.57,33146.76,30714.97,24827.84,22304.83,20616.83,20568.35,15813.79,17736.05,13116.17,11267.37,10055.62,8589.27,7851.39,6342.04,4740.19
Amber,55422.35,60202.18,82974.69,80909.89,63812.95,68684.18,67549.01,74144.55,76527.48,83894.69,88982.31,87863.9,90221.83,87293.69,86320.88,85253.87,87090.78,84395.44,79335.49,82567.69,75981.85,77940.66,77898.37,73096.59,73084.25,67716.36,63588.77,62245.71,58026.71,54549.26,50250.99,46849.87,41927.23,38292.5,35359.58,30247.14,30345.27,25288.09,23584.41,21287.19,21444.04,21279.63,18113.52,15432.01,14837.37,12687.46,11650.07,13008.82,11111.86
